course_department;course_code;professor;time;course_title;completed;total_enrolled;the_course_content;amount_learned;the_course_as_a_whole;instructors_effectiveness;grading_techniques
NBIO;404;sandra bajjalieh;sp14;Neuropharmacology;23;57;4.62;4.58;4.62;4.58;4.65
NBIO;450;leah bakst;sp15;Current Research Literature in Neurobiology;12;12;4.5;4.07;4.25;4.83;4.9
NBIO;450;bradley dickerson;wi15;Current Research Literature in Neurobiology;4;5;2.83;2.83;2.5;3.17;2.83
NBIO;450;nicholas hollon;wi14;Current Research Literature in Neurobiology;17;18;3.44;3.36;3.44;3.71;4.3
NBIO;450;agata budzillo;sp14;Current Research Literature in Neurobiology;5;8;3.67;3.25;3.67;3.25;4.0
NBIO;450;sandra bajjalieh;wi15;Current Research Literature in Neurobiology;2;8;4.0;4.5;4.5;4.5;4.5
NBIO;450;stephanie padilla;wi15;Current Research Literature in Neurobiology;5;8;4.0;4.67;4.33;4.0;4.67
NBIO;450;sandra bajjalieh;wi14;Current Research Literature in Neurobiology;12;12;4.75;4.4;4.5;4.3;4.64
NBIO;490;adrienne fairhall;au14;NULL;15;26;3.81;3.93;3.71;3.93;3.7
NCLIN;302;phyllis christianson;su14;Practicum: Health Assessment;42;67;3.89;4.04;3.95;4.19;3.81
NCLIN;302;diana buchanan;au14;Practicum: Health Assessment;49;70;4.08;4.52;4.13;4.41;4.29
NCLIN;302;diana taibi;au13;Practicum: Health Assessment;61;70;4.58;4.68;4.7;4.89;4.58
NCLIN;302;hannah rockett;su14;Practicum: Health Assessment;8;8;4.07;4.7;4.17;4.83;4.7
NCLIN;302;elisabeth lindley;su13;Practicum: Health Assessment;8;8;NULL;NULL;NULL;4.93;NULL
NCLIN;302;betty gallucci;au13;Practicum: Health Assessment;8;10;NULL;NULL;NULL;4.83;NULL
NCLIN;302;betty gallucci;au14;Practicum: Health Assessment;12;12;3.93;4.64;4.0;4.25;4.5
NCLIN;302;catherine verriere;su14;Practicum: Health Assessment;8;8;4.25;4.83;4.5;5.0;4.25
NCLIN;302;amelia baisden;su13;Practicum: Health Assessment;7;7;NULL;NULL;NULL;4.92;NULL
NCLIN;302;paula ruedebusch;au14;Practicum: Health Assessment;11;12;4.89;4.89;4.95;5.0;4.71
NCLIN;302;dianne wisner;au13;Practicum: Health Assessment;10;10;NULL;NULL;NULL;4.94;NULL
NCLIN;302;robin collier;su14;Practicum: Health Assessment;6;6;4.75;4.9;4.75;4.9;4.5
NCLIN;302;betty gallucci;au13;Practicum: Health Assessment;9;9;NULL;NULL;NULL;4.6;NULL
NCLIN;302;betty gallucci;au14;Practicum: Health Assessment;11;11;4.0;4.14;3.89;3.88;4.42
NCLIN;302;douglas lim;su13;Practicum: Health Assessment;7;7;4.2;4.13;4.38;4.8;4.13
NCLIN;302;pat blissitt;au14;Practicum: Health Assessment;7;10;4.63;4.63;4.63;4.8;4.8
NCLIN;302;pat blissitt;au13;Practicum: Health Assessment;10;10;4.08;4.5;4.21;4.79;4.79
NCLIN;302;tamara cunitz;su14;Practicum: Health Assessment;8;8;4.0;4.33;4.0;4.5;3.88
NCLIN;302;elisabeth lindley;su13;Practicum: Health Assessment;8;8;NULL;NULL;NULL;4.7;NULL
NCLIN;302;paula ruedebusch;au14;Practicum: Health Assessment;12;12;4.75;4.64;4.75;4.9;4.21
NCLIN;302;dianne wisner;au13;Practicum: Health Assessment;8;10;NULL;NULL;NULL;3.83;NULL
NCLIN;302;eunjung kim;au14;Practicum: Health Assessment;12;13;3.5;3.5;3.3;3.0;3.83
NCLIN;302;eunjung kim;au13;Practicum: Health Assessment;9;10;NULL;4.4;NULL;3.4;NULL
NCLIN;302;karen wilkinson;au13;Practicum: Health Assessment;8;11;NULL;4.1;NULL;4.25;NULL
NCLIN;302;diana taibi;su13;Practicum: Health Assessment;64;70;3.71;3.76;3.61;3.41;3.25
NCLIN;302;courtney montgomery;su13;Practicum: Health Assessment;9;9;NULL;NULL;NULL;4.75;NULL
NCLIN;302;roini wadhwani;su14;Practicum: Health Assessment;8;8;3.5;3.83;3.25;3.5;2.5
NCLIN;302;jane o'connor;su13;Practicum: Health Assessment;8;8;NULL;NULL;NULL;4.7;NULL
NCLIN;302;adeline chu;su14;Practicum: Health Assessment;3;8;4.75;4.25;4.75;4.25;4.75
NCLIN;302;barbara plovie;su13;Practicum: Health Assessment;3;5;NULL;NULL;NULL;4.75;NULL
NCLIN;302;tamara cunitz;su14;Practicum: Health Assessment;7;7;4.38;4.8;4.63;4.92;4.92
NCLIN;302;catherine verriere;su13;Practicum: Health Assessment;3;3;NULL;NULL;NULL;5.0;NULL
NCLIN;306;betty gallucci;su14;Practicum: Basic Skills of Nursing Practice;40;44;NULL;4.93;NULL;4.87;NULL
NCLIN;306;terri simpson;au14;Practicum: Basic Skills of Nursing Practice;90;91;0.0;0.0;0.0;0.0;0.0
NCLIN;306;terri simpson;au13;Practicum: Basic Skills of Nursing Practice;83;95;NULL;3.5;NULL;4.07;NULL
NCLIN;306;sindy jo;su14;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;5.0;NULL
NCLIN;306;sindy jo;su13;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;4.93;NULL
NCLIN;306;adeline chu;au14;Practicum: Basic Skills of Nursing Practice;7;8;NULL;NULL;NULL;4.8;NULL
NCLIN;306;tamara cunitz;au13;Practicum: Basic Skills of Nursing Practice;7;8;NULL;NULL;NULL;4.92;NULL
NCLIN;306;maura carroll;su14;Practicum: Basic Skills of Nursing Practice;5;8;NULL;NULL;NULL;2.25;NULL
NCLIN;306;susan landis;au13;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;4.5;NULL
NCLIN;306;mary hanson;su13;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;5.0;NULL
NCLIN;306;susan landis;au14;Practicum: Basic Skills of Nursing Practice;4;7;NULL;NULL;NULL;1.17;NULL
NCLIN;306;sindy jo;au13;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;4.93;NULL
NCLIN;306;robin collier;su14;Practicum: Basic Skills of Nursing Practice;5;6;NULL;NULL;NULL;4.88;NULL
NCLIN;306;maura carroll;su13;Practicum: Basic Skills of Nursing Practice;7;7;NULL;NULL;NULL;5.0;NULL
NCLIN;306;sindy jo;au14;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;4.7;NULL
NCLIN;306;sindy jo;su14;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;4.93;NULL
NCLIN;306;jane o'connor;au13;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;5.0;NULL
NCLIN;306;erin forsythe;su13;Practicum: Basic Skills of Nursing Practice;7;7;NULL;NULL;NULL;4.63;NULL
NCLIN;306;robin collier;au14;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;4.93;NULL
NCLIN;306;mary hanson;su14;Practicum: Basic Skills of Nursing Practice;7;8;NULL;NULL;NULL;5.0;NULL
NCLIN;306;katherine macdonald;su13;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;5.0;NULL
NCLIN;306;tamara cunitz;au14;Practicum: Basic Skills of Nursing Practice;5;8;NULL;NULL;NULL;4.25;NULL
NCLIN;306;katherine macdonald;au13;Practicum: Basic Skills of Nursing Practice;7;7;NULL;NULL;NULL;2.75;NULL
NCLIN;306;katherine macdonald;su14;Practicum: Basic Skills of Nursing Practice;3;6;NULL;NULL;NULL;3.0;NULL
NCLIN;306;paul winn;su13;Practicum: Basic Skills of Nursing Practice;8;8;4.93;4.83;5.0;5.0;4.92
NCLIN;306;gaylene altman;au14;Practicum: Basic Skills of Nursing Practice;7;7;NULL;NULL;NULL;4.92;NULL
NCLIN;306;teresa delarose;au13;Practicum: Basic Skills of Nursing Practice;6;8;NULL;NULL;NULL;4.25;NULL
NCLIN;306;sindy jo;au14;Practicum: Basic Skills of Nursing Practice;7;8;NULL;NULL;NULL;4.8;NULL
NCLIN;306;susan landis;au13;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;4.93;NULL
NCLIN;306;mary hanson;au14;Practicum: Basic Skills of Nursing Practice;6;8;NULL;NULL;NULL;4.9;NULL
NCLIN;306;sindy jo;au13;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;5.0;NULL
NCLIN;306;tamara cunitz;au14;Practicum: Basic Skills of Nursing Practice;5;8;NULL;NULL;NULL;4.33;NULL
NCLIN;306;gaylene altman;au14;Practicum: Basic Skills of Nursing Practice;6;6;NULL;NULL;NULL;5.0;NULL
NCLIN;306;mary hanson;au13;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;4.63;NULL
NCLIN;306;patti hong;au13;Practicum: Basic Skills of Nursing Practice;8;8;NULL;NULL;NULL;3.8;NULL
NCLIN;306;adeline chu;au14;Practicum: Basic Skills of Nursing Practice;6;7;NULL;NULL;NULL;4.9;NULL
NCLIN;306;susan landis;au14;Practicum: Basic Skills of Nursing Practice;7;8;NULL;NULL;NULL;3.67;NULL
NCLIN;306;gaylene altman;au13;Practicum: Basic Skills of Nursing Practice;7;8;NULL;NULL;NULL;5.0;NULL
NCLIN;403;lisa link;wi14;Practicum: Pediatric Nursing;7;11;NULL;NULL;NULL;4.13;NULL
NCLIN;403;bobbie salveson;sp15;Practicum: Pediatric Nursing;8;10;NULL;NULL;NULL;4.5;NULL
NCLIN;403;lisa link;wi15;Practicum: Pediatric Nursing;4;10;NULL;NULL;NULL;4.0;NULL
NCLIN;403;lisa link;sp13;Practicum: Pediatric Nursing;10;10;NULL;NULL;NULL;4.88;NULL
NCLIN;403;erin moriarty;sp13;Practicum: Pediatric Nursing;11;11;NULL;4.58;NULL;4.58;NULL
NCLIN;403;m jayne freitag;sp13;Practicum: Pediatric Nursing;7;11;NULL;NULL;NULL;4.63;NULL
NCLIN;403;nicole ardres;wi15;Practicum: Pediatric Nursing;7;10;NULL;NULL;NULL;4.92;NULL
NCLIN;403;elizabeth babler;wi14;Practicum: Pediatric Nursing;8;10;NULL;NULL;NULL;3.5;NULL
NCLIN;403;maia kelley;sp13;Practicum: Pediatric Nursing;8;10;NULL;NULL;NULL;4.5;NULL
NCLIN;403;erin moriarty;sp15;Practicum: Pediatric Nursing;5;10;NULL;NULL;NULL;4.67;NULL
NCLIN;403;tracy bradley;wi14;Practicum: Pediatric Nursing;9;10;NULL;NULL;NULL;4.94;NULL
NCLIN;403;juli allard;wi15;Practicum: Pediatric Nursing;5;9;NULL;NULL;NULL;4.67;NULL
NCLIN;403;juli allard;sp15;Practicum: Pediatric Nursing;7;10;NULL;NULL;NULL;4.33;NULL
NCLIN;403;cyndie richter-juarez;sp14;Practicum: Pediatric Nursing;7;10;NULL;NULL;NULL;4.92;NULL
NCLIN;403;cynthia richter-juarez;sp13;Practicum: Pediatric Nursing;10;10;NULL;NULL;NULL;4.94;NULL
NCLIN;403;erin moriarty;wi15;Practicum: Pediatric Nursing;7;10;NULL;NULL;NULL;4.92;NULL
NCLIN;403;erin moriarty;wi14;Practicum: Pediatric Nursing;8;10;NULL;NULL;NULL;5.0;NULL
NCLIN;403;cyndie richter-juarez;sp15;Practicum: Pediatric Nursing;6;10;NULL;NULL;NULL;5.0;NULL
NCLIN;403;amy walker;wi14;Practicum: Pediatric Nursing;5;9;NULL;NULL;NULL;5.0;NULL
NCLIN;403;erin moriarty;sp14;Practicum: Pediatric Nursing;11;11;NULL;NULL;NULL;4.89;NULL
NCLIN;403;erin moriarty;wi15;Practicum: Pediatric Nursing;3;10;NULL;NULL;NULL;5.0;NULL
NCLIN;403;tracy bradley;sp13;Practicum: Pediatric Nursing;6;10;NULL;NULL;NULL;5.0;NULL
NCLIN;403;erin moriarty;sp15;Practicum: Pediatric Nursing;7;11;NULL;NULL;NULL;4.63;NULL
NCLIN;403;melanie summerour;sp14;Practicum: Pediatric Nursing;8;10;NULL;NULL;NULL;4.93;NULL
NCLIN;403;paula ruedebusch;wi15;Practicum: Pediatric Nursing;8;10;NULL;NULL;NULL;5.0;NULL
NCLIN;403;maia kelley;wi14;Practicum: Pediatric Nursing;9;10;NULL;NULL;NULL;4.83;NULL
NCLIN;403;paula ruedebusch;sp15;Practicum: Pediatric Nursing;6;9;NULL;NULL;NULL;5.0;NULL
NCLIN;403;lisa link;sp14;Practicum: Pediatric Nursing;8;9;NULL;NULL;NULL;4.17;NULL
NCLIN;403;nicole ardres;sp13;Practicum: Pediatric Nursing;6;10;NULL;NULL;NULL;4.9;NULL
NCLIN;403;nicole ardres;sp15;Practicum: Pediatric Nursing;5;10;NULL;NULL;NULL;5.0;NULL
NCLIN;403;cyndie richter-juarez;wi14;Practicum: Pediatric Nursing;6;10;NULL;NULL;NULL;5.0;NULL
NCLIN;407;tamara cunitz;sp14;Practicum: Nursing Care of Ill Adults;6;8;NULL;NULL;NULL;5.0;NULL
NCLIN;407;terri simpson;sp14;Practicum: Nursing Care of Ill Adults;6;8;3.9;3.75;3.9;4.0;3.5
NCLIN;407;vicky hertig;sp13;Practicum: Nursing Care of Ill Adults;58;72;3.94;0.0;4.11;4.3;0.0
NCLIN;407;diana buchanan;sp15;Practicum: Nursing Care of Ill Adults;20;23;4.77;4.91;4.79;4.88;4.87
NCLIN;407;lauren cline;sp13;Practicum: Nursing Care of Ill Adults;8;8;NULL;NULL;NULL;5.0;NULL
NCLIN;407;tamara cunitz;wi14;Practicum: Nursing Care of Ill Adults;8;8;NULL;NULL;NULL;4.83;NULL
NCLIN;407;diana buchanan;wi15;Practicum: Nursing Care of Ill Adults;68;70;4.2;4.34;4.26;4.44;4.35
NCLIN;407;tamara cunitz;wi15;Practicum: Nursing Care of Ill Adults;8;8;NULL;NULL;NULL;4.25;NULL
NCLIN;407;tamara cunitz;sp15;Practicum: Nursing Care of Ill Adults;7;8;NULL;NULL;NULL;4.63;NULL
NCLIN;407;sindy jo;wi15;Practicum: Nursing Care of Ill Adults;8;8;NULL;NULL;NULL;5.0;NULL
NCLIN;407;winnie deechakawan-miller;sp15;Practicum: Nursing Care of Ill Adults;5;7;NULL;NULL;NULL;3.0;NULL
NCLIN;407;adeline chu;wi15;Practicum: Nursing Care of Ill Adults;7;7;NULL;NULL;NULL;4.92;NULL
NCLIN;407;dolly alex-wasielewski;wi15;Practicum: Nursing Care of Ill Adults;7;8;NULL;NULL;NULL;4.92;NULL
NCLIN;407;mary hanson;wi15;Practicum: Nursing Care of Ill Adults;8;8;NULL;NULL;NULL;5.0;NULL
NCLIN;407;gaylene altman;wi15;Practicum: Nursing Care of Ill Adults;7;8;NULL;NULL;NULL;5.0;NULL
NCLIN;407;susan casperson;wi15;Practicum: Nursing Care of Ill Adults;8;8;NULL;NULL;NULL;5.0;NULL
NCLIN;407;susan landis;wi15;Practicum: Nursing Care of Ill Adults;8;7;NULL;NULL;NULL;3.83;NULL
NCLIN;407;terri simpson;sp14;Practicum: Nursing Care of Ill Adults;7;8;3.92;3.75;3.63;2.67;2.38
NCLIN;407;tamara cyhan;sp13;Practicum: Nursing Care of Ill Adults;7;8;NULL;NULL;NULL;4.92;NULL
NCLIN;407;mary hanson;wi14;Practicum: Nursing Care of Ill Adults;7;7;NULL;NULL;NULL;4.92;NULL
NCLIN;407;lauren cline;sp14;Practicum: Nursing Care of Ill Adults;7;8;NULL;NULL;NULL;4.63;NULL
NCLIN;407;sindy jo;wi14;Practicum: Nursing Care of Ill Adults;7;7;NULL;NULL;NULL;5.0;NULL
NCLIN;407;katherine macdonald;sp14;Practicum: Nursing Care of Ill Adults;8;8;NULL;NULL;NULL;4.7;NULL
NCLIN;407;terri simpson;sp14;Practicum: Nursing Care of Ill Adults;6;8;4.75;4.75;4.5;4.88;4.33
NCLIN;407;katherine macdonald;sp13;Practicum: Nursing Care of Ill Adults;5;8;NULL;NULL;NULL;3.67;NULL
NCLIN;407;adeline chu;sp14;Practicum: Nursing Care of Ill Adults;7;8;3.33;3.88;3.75;3.0;3.33
NCLIN;407;terri simpson;sp14;Practicum: Nursing Care of Ill Adults;7;8;3.8;4.0;3.63;2.75;2.33
NCLIN;407;diana buchanan;sp15;Practicum: Nursing Care of Ill Adults;40;45;3.96;4.07;3.97;4.1;4.15
NCLIN;407;mary hanson;sp13;Practicum: Nursing Care of Ill Adults;7;8;NULL;NULL;NULL;5.0;NULL
NCLIN;407;susan landis;wi14;Practicum: Nursing Care of Ill Adults;8;8;NULL;NULL;NULL;5.0;NULL
NCLIN;407;sindy jo;sp15;Practicum: Nursing Care of Ill Adults;8;8;NULL;NULL;NULL;4.93;NULL
NCLIN;407;susan casperson;sp15;Practicum: Nursing Care of Ill Adults;4;8;NULL;NULL;NULL;3.83;NULL
NCLIN;407;mary hanson;sp15;Practicum: Nursing Care of Ill Adults;5;8;NULL;NULL;NULL;4.67;NULL
NCLIN;407;susan landis;sp15;Practicum: Nursing Care of Ill Adults;7;8;NULL;NULL;NULL;5.0;NULL
NCLIN;407;rache mureau-haines;sp15;Practicum: Nursing Care of Ill Adults;6;7;NULL;NULL;NULL;5.0;NULL
NCLIN;407;adeline chu;sp15;Practicum: Nursing Care of Ill Adults;6;6;NULL;NULL;NULL;4.75;NULL
NCLIN;407;terri simpson;sp14;Practicum: Nursing Care of Ill Adults;8;8;3.5;3.75;3.3;2.9;3.17
NCLIN;407;jane o'connor;sp13;Practicum: Nursing Care of Ill Adults;8;8;NULL;NULL;NULL;4.17;NULL
NCLIN;407;terri simpson;sp14;Practicum: Nursing Care of Ill Adults;6;8;3.5;3.5;3.75;3.25;3.25
NCLIN;407;adeline chu;wi14;Practicum: Nursing Care of Ill Adults;8;8;4.93;5.0;4.93;5.0;5.0
NCLIN;407;susan landis;sp13;Practicum: Nursing Care of Ill Adults;7;7;NULL;NULL;NULL;5.0;NULL
NCLIN;407;mary hanson;sp14;Practicum: Nursing Care of Ill Adults;4;8;NULL;NULL;NULL;5.0;NULL
NCLIN;407;sindy jo;sp14;Practicum: Nursing Care of Ill Adults;7;8;NULL;NULL;NULL;4.92;NULL
NCLIN;407;rachel ostrander;wi14;Practicum: Nursing Care of Ill Adults;8;8;NULL;NULL;NULL;4.93;NULL
NCLIN;407;terri simpson;sp14;Practicum: Nursing Care of Ill Adults;8;8;3.7;4.0;3.5;0.3;2.83
NCLIN;407;courtney montgomery;sp13;Practicum: Nursing Care of Ill Adults;7;7;NULL;NULL;NULL;3.38;NULL
NCLIN;407;terri simpson;sp14;Practicum: Nursing Care of Ill Adults;6;7;3.5;3.5;3.25;3.0;3.5
NCLIN;407;ann okpara;wi14;Practicum: Nursing Care of Ill Adults;7;8;NULL;NULL;NULL;1.0;NULL
NCLIN;407;robin collier;wi14;Practicum: Nursing Care of Ill Adults;8;8;NULL;NULL;NULL;4.5;NULL
NCLIN;407;diana buchanan;sp14;Practicum: Nursing Care of Ill Adults;5;7;4.33;4.0;4.13;4.88;4.88
NCLIN;407;terri simpson;sp14;Practicum: Nursing Care of Ill Adults;4;7;3.5;3.75;3.5;3.25;3.25
NCLIN;407;diana taibi;sp13;Practicum: Nursing Care of Ill Adults;2;7;NULL;NULL;NULL;4.0;NULL
NCLIN;409;noel chrisman;au14;Partnerships in Community Health;6;10;NULL;NULL;NULL;4.17;NULL
NCLIN;409;julie myers;au13;Partnerships in Community Health;7;10;4.63;4.63;4.63;4.8;4.8
NCLIN;409;jayne kauzloric;wi14;Partnerships in Community Health;11;11;4.81;4.95;4.71;5.0;4.95
NCLIN;409;noel chrisman;wi15;Partnerships in Community Health;4;10;NULL;NULL;NULL;4.17;NULL
NCLIN;409;teresa garrett hill;au13;Partnerships in Community Health;5;4;2.67;1.75;2.0;2.67;2.67
NCLIN;409;jayne kauzloric;au14;Partnerships in Community Health;8;10;4.7;4.83;4.7;4.83;4.83
NCLIN;409;heike nuhsbaum;wi14;Partnerships in Community Health;10;10;3.5;3.7;3.7;4.33;4.1
NCLIN;409;jayne kauzloric;wi15;Partnerships in Community Health;3;10;3.75;3.75;3.75;3.75;3.75
NCLIN;409;heike nuhsbaum;au13;Partnerships in Community Health;6;11;4.75;4.67;4.75;4.9;4.5
NCLIN;409;heike nuhsbaum;au14;Partnerships in Community Health;9;10;4.94;4.75;4.75;5.0;4.94
NCLIN;409;noel chrisman;wi14;Partnerships in Community Health;9;12;NULL;NULL;NULL;3.63;NULL
NCLIN;409;heike nuhsbaum;wi15;Partnerships in Community Health;5;10;4.25;4.0;3.75;4.88;4.67
NCLIN;409;carolyn strickland;au13;Partnerships in Community Health;7;8;4.33;4.5;4.38;4.33;4.13
NCLIN;409;carolyn strickland;wi14;Partnerships in Community Health;8;8;4.93;4.7;4.83;4.83;4.7
NCLIN;409;julie myers;wi15;Partnerships in Community Health;9;10;3.0;3.63;3.38;3.63;3.2
NCLIN;409;teresa garrett hill;au13;Partnerships in Community Health;6;7;1.5;1.17;1.5;2.5;1.5
NCLIN;409;julie myers;au14;Partnerships in Community Health;8;9;4.17;4.83;4.0;4.5;4.0
NCLIN;409;stephen padgett;wi15;Partnerships in Community Health;6;10;3.1;3.25;3.25;2.9;3.83
NCLIN;409;julie myers;wi14;Partnerships in Community Health;8;10;3.1;3.0;3.0;3.17;3.0
NCLIN;409;noel chrisman;au13;Partnerships in Community Health;10;10;3.83;3.75;3.5;4.5;3.67
NCLIN;409;stephen padgett;au14;Partnerships in Community Health;7;10;3.88;4.2;3.67;3.88;4.2
NCLIN;409;teresa garrett hill;wi14;Partnerships in Community Health;9;10;3.8;4.17;3.38;4.75;4.5
NCLIN;409;kristen hosey;wi15;Partnerships in Community Health;8;8;4.0;3.5;4.5;4.5;4.5
NCLIN;409;kristen hosey;au14;Partnerships in Community Health;7;8;3.8;3.33;3.63;4.33;4.0
NCLIN;409;stephen padgett;au13;Partnerships in Community Health;11;11;3.81;3.5;3.75;4.13;3.92
NCLIN;409;marla salmon;wi15;Partnerships in Community Health;6;10;NULL;NULL;NULL;4.5;NULL
NCLIN;409;stephen padgett;wi14;Partnerships in Community Health;9;10;3.08;2.88;2.88;3.2;3.2
NCLIN;409;jayne kauzloric;au13;Partnerships in Community Health;11;11;4.38;4.58;4.71;4.89;4.79
NCLIN;409;marla salmon;au14;Partnerships in Community Health;5;10;4.88;4.88;4.88;5.0;5.0
NCLIN;411;susan landis;su13;Transition to Clinical Practice;8;9;NULL;NULL;NULL;4.93;NULL
NCLIN;411;gaylene altman;sp14;Transition to Clinical Practice;17;19;NULL;NULL;NULL;5.0;NULL
NCLIN;411;gaylene altman;su14;Transition to Clinical Practice;10;10;NULL;NULL;NULL;5.0;NULL
NCLIN;411;paula cox;sp14;Transition to Clinical Practice;4;13;NULL;NULL;NULL;2.75;NULL
NCLIN;411;adeline chu;sp14;Transition to Clinical Practice;10;13;3.5;3.7;3.7;3.7;3.83
NCLIN;411;gaylene altman;su13;Transition to Clinical Practice;8;9;NULL;NULL;NULL;5.0;NULL
NCLIN;411;gaylene altman;sp13;Transition to Clinical Practice;6;10;NULL;NULL;NULL;5.0;NULL
NCLIN;411;anne kalkbrenner;su13;Transition to Clinical Practice;9;10;NULL;NULL;NULL;4.94;NULL
NCLIN;411;anne kalkbrenner;su14;Transition to Clinical Practice;8;9;NULL;NULL;NULL;4.93;NULL
NCLIN;411;ann okpara;sp14;Transition to Clinical Practice;4;13;NULL;NULL;NULL;1.0;NULL
NCLIN;411;carlos camal sanchez;sp15;Transition to Clinical Practice;8;10;NULL;NULL;NULL;4.7;NULL
NCLIN;411;barbara plovie;su14;Transition to Clinical Practice;1;9;NULL;NULL;NULL;5.0;NULL
NCLIN;411;virginia turner;su14;Transition to Clinical Practice;2;9;NULL;NULL;NULL;5.0;NULL
NCLIN;411;barbara plovie;su13;Transition to Clinical Practice;2;10;5.0;5.0;5.0;5.0;5.0
NCLIN;411;rachel ostrander;sp14;Transition to Clinical Practice;9;10;NULL;NULL;NULL;4.86;NULL
NCLIN;411;cassandra krumpelmann;sp15;Transition to Clinical Practice;2;10;NULL;NULL;NULL;5.0;NULL
NCLIN;411;virginia turner;sp13;Transition to Clinical Practice;8;9;NULL;NULL;NULL;4.83;NULL
NCLIN;411;virginia turner;sp14;Transition to Clinical Practice;8;8;NULL;NULL;NULL;4.93;NULL
NCLIN;411;betty bekemeier;su13;Transition to Clinical Practice;8;8;NULL;NULL;NULL;4.93;NULL
NCLIN;411;anne kalkbrenner;sp14;Transition to Clinical Practice;11;11;4.95;5.0;4.95;5.0;4.95
NCLIN;411;anne kalkbrenner;sp13;Transition to Clinical Practice;10;10;NULL;NULL;NULL;5.0;NULL
NCLIN;411;anne kalkbrenner;sp15;Transition to Clinical Practice;9;10;NULL;NULL;NULL;4.86;NULL
NCLIN;411;kathleen kroening;sp13;Transition to Clinical Practice;7;10;4.33;4.33;4.33;4.33;4.8
NCLIN;411;stephen padgett;sp14;Transition to Clinical Practice;9;11;4.33;4.13;4.33;4.33;4.25
NCLIN;411;kathy kroening;sp14;Transition to Clinical Practice;10;11;4.79;4.94;4.79;4.94;5.0
NCLIN;411;kathy kroening;sp15;Transition to Clinical Practice;6;8;4.9;4.9;4.9;5.0;4.9
NCLIN;416;amelia baisden;au13;Practicum: Nursing of Families: Childbearing and Childrearing;12;12;NULL;NULL;NULL;4.95;NULL
NCLIN;416;paula ruedebusch;au14;Practicum: Nursing of Families: Childbearing and Childrearing;9;10;NULL;NULL;NULL;4.94;NULL
NCLIN;416;sachiko oshio;wi15;Practicum: Nursing of Families: Childbearing and Childrearing;4;11;NULL;NULL;NULL;3.0;NULL
NCLIN;416;rizza cea;wi14;Practicum: Nursing of Families: Childbearing and Childrearing;11;11;NULL;NULL;NULL;4.81;NULL
NCLIN;416;barbara plovie;au13;Practicum: Nursing of Families: Childbearing and Childrearing;6;6;NULL;NULL;NULL;5.0;NULL
NCLIN;416;wendy darling;au14;Practicum: Nursing of Families: Childbearing and Childrearing;7;10;NULL;NULL;NULL;4.8;NULL
NCLIN;416;rebecca frevert;wi15;Practicum: Nursing of Families: Childbearing and Childrearing;10;12;NULL;NULL;NULL;5.0;NULL
NCLIN;416;sheryl rasmussen;au13;Practicum: Nursing of Families: Childbearing and Childrearing;6;6;NULL;NULL;NULL;4.9;NULL
NCLIN;416;rizza cea;au14;Practicum: Nursing of Families: Childbearing and Childrearing;7;10;NULL;NULL;NULL;4.63;NULL
NCLIN;416;rizza cea;au13;Practicum: Nursing of Families: Childbearing and Childrearing;12;12;NULL;NULL;NULL;4.95;NULL
NCLIN;416;sue huth;au13;Practicum: Nursing of Families: Childbearing and Childrearing;11;11;NULL;NULL;NULL;4.89;NULL
NCLIN;416;margaret johnston;au14;Practicum: Nursing of Families: Childbearing and Childrearing;9;10;NULL;NULL;NULL;4.6;NULL
NCLIN;416;bliss ali;wi14;Practicum: Nursing of Families: Childbearing and Childrearing;9;10;NULL;NULL;NULL;4.94;NULL
NCLIN;416;virginia turner;au14;Practicum: Nursing of Families: Childbearing and Childrearing;9;9;NULL;NULL;NULL;4.86;NULL
NCLIN;416;virginia turner;au13;Practicum: Nursing of Families: Childbearing and Childrearing;11;12;NULL;NULL;NULL;4.95;NULL
NCLIN;416;sue huth;wi14;Practicum: Nursing of Families: Childbearing and Childrearing;9;9;NULL;NULL;NULL;4.94;NULL
NCLIN;416;rebecca frevert;au14;Practicum: Nursing of Families: Childbearing and Childrearing;8;9;NULL;NULL;NULL;4.7;NULL
NCLIN;416;martha hoffman;au13;Practicum: Nursing of Families: Childbearing and Childrearing;6;12;NULL;NULL;NULL;4.75;NULL
NCLIN;416;sheryl rasmussen;wi14;Practicum: Nursing of Families: Childbearing and Childrearing;6;6;NULL;4.17;NULL;4.5;NULL
